标本ID,日期,星期,采集时间,采集时段,来源科室/采血点,患者类型,标本类型,检验专业组,检验项目数,签收时间,前处理开始,前处理完成,前处理状态,前处理报错类型,前处理耗时_分钟,上机时间,报告时间,TAT_分钟,目标TAT_分钟,是否超时,前处理工位,仪器编号,操作人
S0803-00142,2026-08-03,周一,08:40,07-10 早高峰,呼吸科病区,住院,其他,免疫,10,09:09,09:13,09:32,正常,,19,09:38,10:24,104,120,否,前处理-A线,IMM-02,OP-101
S0803-00143,2026-08-03,周一,07:47,07-10 早高峰,呼吸科病区,住院,其他,生化,14,08:34,08:35,08:54,正常,,19,08:59,09:52,125,120,是,前处理-A线,BIO-01,OP-104
S0803-00144,2026-08-03,周一,10:09,10-12,门诊采血中心,门诊,血浆,生化,1,10:24,10:27,10:37,正常,,10,10:41,11:09,60,120,否,前处理-B线,HEM-02,OP-101
S0803-00145,2026-08-03,周一,07:42,07-10 早高峰,肾内科病区,住院,其他,血液,1,08:20,08:22,08:43,正常,,21,08:47,09:31,109,120,否,前处理-A线,MICRO-01,OP-102
S0803-00146,2026-08-03,周一,10:02,10-12,体检中心,体检,尿液,免疫,1,10:20,10:26,10:36,正常,,10,10:39,11:09,67,240,否,前处理-手工台,BIO-01,OP-104
S0803-00147,2026-08-03,周一,09:00,07-10 早高峰,门诊采血中心,门诊,全血,免疫,12,09:16,09:22,09:42,正常,,20,09:44,10:37,97,120,否,前处理-手工台,HEM-02,OP-107
S0803-00148,2026-08-03,周一,11:42,10-12,门诊采血中心,门诊,血清,免疫,12,12:00,12:06,12:13,正常,,7,12:16,12:46,64,120,否,前处理-A线,BIO-01,OP-103
S0803-00149,2026-08-03,周一,09:37,07-10 早高峰,门诊采血中心,门诊,全血,生化,5,10:00,10:02,10:28,正常,,26,10:30,10:59,82,120,否,前处理-手工台,IMM-01,OP-106
S0803-00150,2026-08-03,周一,08:56,07-10 早高峰,心内科病区,住院,血清,微生物,4,09:42,09:44,10:03,正常,,19,10:07,14:14,318,120,是,前处理-B线,IMM-01,OP-106
S0803-00151,2026-08-03,周一,12:15,12-14,门诊采血中心,门诊,血清,血液,3,12:32,12:37,12:44,正常,,7,12:48,13:43,88,120,否,前处理-手工台,HEM-02,OP-102
S0803-00152,2026-08-03,周一,11:05,10-12,呼吸科病区,住院,血清,凝血,3,11:30,11:33,11:40,正常,,7,11:44,12:33,88,120,否,前处理-B线,MICRO-01,OP-107
S0803-00153,2026-08-03,周一,17:08,17-20,儿科门诊采血窗口,门诊,血清,生化,16,17:26,17:31,17:35,正常,,4,17:37,18:16,68,120,否,前处理-B线,MICRO-01,OP-102
S0803-00154,2026-08-03,周一,11:20,10-12,急诊采血,急诊,血清,免疫,1,11:31,11:36,11:44,正常,,8,11:49,12:36,76,60,是,前处理-B线,BIO-02,OP-106
S0803-00155,2026-08-03,周一,07:16,07-10 早高峰,儿科门诊采血窗口,门诊,全血,免疫,9,07:40,07:41,08:03,正常,,22,08:10,08:50,94,120,否,前处理-手工台,BIO-02,OP-104
S0803-00156,2026-08-03,周一,11:21,10-12,儿科门诊采血窗口,门诊,血清,血液,5,11:35,11:39,11:43,正常,,4,11:49,12:22,61,120,否,前处理-B线,IMM-01,OP-106
S0803-00157,2026-08-03,周一,10:21,10-12,儿科门诊采血窗口,门诊,全血,生化,11,10:34,10:39,10:47,正常,,8,10:54,11:31,70,120,否,前处理-A线,IMM-02,OP-104
S0803-00158,2026-08-03,周一,11:23,10-12,ICU,住院,其他,免疫,5,12:14,12:20,12:28,正常,,8,12:35,12:56,93,90,是,前处理-A线,COAG-01,OP-108
S0803-00159,2026-08-03,周一,16:25,14-17,门诊采血中心,门诊,血清,生化,10,16:50,16:54,17:02,正常,,8,17:09,17:57,92,120,否,前处理-B线,HEM-02,OP-101
S0803-00160,2026-08-03,周一,09:44,07-10 早高峰,门诊采血中心,门诊,血清,血液,6,09:52,09:54,10:21,正常,,27,10:27,10:52,68,120,否,前处理-B线,COAG-01,OP-105
S0803-00161,2026-08-03,周一,17:18,17-20,门诊采血中心,门诊,全血,血液,3,17:39,17:45,17:49,正常,,4,17:53,18:35,77,120,否,前处理-B线,HEM-01,OP-101
S0803-00162,2026-08-03,周一,08:04,07-10 早高峰,儿科门诊采血窗口,门诊,血清,生化,4,08:16,08:19,08:34,正常,,15,08:39,09:26,82,120,否,前处理-手工台,HEM-02,OP-106
S0803-00163,2026-08-03,周一,08:52,07-10 早高峰,消化科病区,住院,尿液,生化,14,09:13,09:18,09:33,正常,,15,09:38,10:20,88,120,否,前处理-A线,HEM-02,OP-101
S0803-00164,2026-08-03,周一,08:34,07-10 早高峰,心内科病区,住院,血清,凝血,6,08:57,08:58,09:23,正常,,25,09:30,10:01,87,120,否,前处理-A线,COAG-01,OP-107
S0803-00165,2026-08-03,周一,15:19,14-17,内分泌科病区,住院,尿液,生化,18,16:13,16:19,16:25,正常,,6,16:33,17:17,118,120,否,前处理-A线,IMM-02,OP-102
S0803-00166,2026-08-03,周一,08:36,07-10 早高峰,肾内科病区,住院,全血,血液,5,09:23,09:26,09:51,正常,,25,09:57,10:28,112,120,否,前处理-A线,MICRO-01,OP-103
S0803-00167,2026-08-03,周一,14:14,14-17,儿科门诊采血窗口,门诊,血清,凝血,4,14:35,14:36,14:43,正常,,7,14:50,15:26,72,120,否,前处理-B线,COAG-01,OP-107
S0803-00168,2026-08-03,周一,09:52,07-10 早高峰,心内科病区,住院,血清,生化,18,10:30,10:33,10:52,正常,,19,10:59,11:40,108,120,否,前处理-手工台,IMM-02,OP-104
S0803-00169,2026-08-03,周一,09:27,07-10 早高峰,门诊采血中心,门诊,血清,生化,1,09:51,09:55,10:25,正常,,30,10:27,10:54,87,120,否,前处理-A线,IMM-01,OP-106
S0803-00170,2026-08-03,周一,14:35,14-17,内分泌科病区,住院,血清,生化,8,14:59,15:00,15:08,正常,,8,15:14,15:34,59,120,否,前处理-手工台,HEM-02,OP-108
S0803-00171,2026-08-03,周一,09:53,07-10 早高峰,门诊采血中心,门诊,全血,免疫,9,10:08,10:10,10:32,正常,,22,10:37,11:29,96,120,否,前处理-手工台,IMM-02,OP-106
S0803-00172,2026-08-03,周一,10:44,10-12,儿科门诊采血窗口,门诊,血清,免疫,2,11:09,11:15,11:22,正常,,7,11:28,11:53,69,120,否,前处理-手工台,IMM-02,OP-107
S0803-00173,2026-08-03,周一,16:08,14-17,心内科病区,住院,全血,免疫,5,16:41,16:45,16:50,正常,,5,16:57,17:44,96,120,否,前处理-B线,HEM-01,OP-106
S0803-00174,2026-08-03,周一,11:01,10-12,儿科门诊采血窗口,门诊,血清,免疫,8,11:17,11:19,11:23,正常,,4,11:26,11:52,51,120,否,前处理-A线,IMM-02,OP-105
S0803-00175,2026-08-03,周一,09:31,07-10 早高峰,门诊采血中心,门诊,血清,免疫,5,09:41,09:47,10:06,正常,,19,10:13,11:02,91,120,否,前处理-B线,HEM-02,OP-106
S0803-00176,2026-08-03,周一,12:35,12-14,心内科病区,住院,全血,微生物,1,12:57,12:59,13:05,正常,,6,13:08,16:16,221,120,是,前处理-手工台,COAG-01,OP-106
S0803-00177,2026-08-03,周一,14:25,14-17,消化科病区,住院,血清,免疫,5,14:51,14:57,15:04,正常,,7,15:12,15:55,90,120,否,前处理-手工台,BIO-01,OP-102
S0803-00178,2026-08-03,周一,16:41,14-17,体检中心,体检,全血,生化,17,17:06,17:09,17:14,正常,,5,17:18,18:11,90,240,否,前处理-手工台,BIO-02,OP-106
S0803-00179,2026-08-03,周一,16:48,14-17,门诊采血中心,门诊,血清,免疫,3,17:10,17:11,17:16,正常,,5,17:20,17:41,53,120,否,前处理-B线,BIO-02,OP-103
S0803-00180,2026-08-03,周一,16:04,14-17,内分泌科病区,住院,血清,生化,5,16:31,16:34,16:40,正常,,6,16:43,17:19,75,120,否,前处理-A线,IMM-02,OP-102
S0803-00181,2026-08-03,周一,07:39,07-10 早高峰,心内科病区,住院,全血,生化,16,08:13,08:15,08:33,正常,,18,08:36,09:28,109,120,否,前处理-A线,BIO-01,OP-101
S0803-00182,2026-08-03,周一,09:07,07-10 早高峰,儿科门诊采血窗口,门诊,血清,凝血,2,09:19,09:24,09:54,正常,,30,10:01,10:30,83,120,否,前处理-B线,HEM-01,OP-107
S0803-00183,2026-08-03,周一,11:54,10-12,呼吸科病区,住院,血清,生化,18,12:46,12:52,12:57,正常,,5,13:00,13:33,99,120,否,前处理-A线,IMM-02,OP-101
S0803-00184,2026-08-03,周一,09:22,07-10 早高峰,门诊采血中心,门诊,全血,免疫,3,09:31,09:37,10:02,正常,,25,10:07,10:36,74,120,否,前处理-手工台,COAG-01,OP-105
S0803-00185,2026-08-03,周一,09:48,07-10 早高峰,体检中心,体检,血清,免疫,12,10:10,10:11,10:37,正常,,26,10:39,11:10,82,240,否,前处理-B线,IMM-01,OP-105
S0803-00186,2026-08-03,周一,14:24,14-17,呼吸科病区,住院,血清,生化,9,14:57,14:58,15:28,报错,溶血,30,15:32,16:19,115,120,否,前处理-手工台,MICRO-01,OP-107
S0803-00187,2026-08-03,周一,16:07,14-17,门诊采血中心,门诊,全血,生化,1,16:32,16:33,16:41,正常,,8,16:49,17:20,73,120,否,前处理-A线,BIO-02,OP-101
S0803-00188,2026-08-03,周一,09:09,07-10 早高峰,儿科门诊采血窗口,门诊,血清,生化,11,09:24,09:27,09:51,正常,,24,09:59,10:36,87,120,否,前处理-A线,HEM-01,OP-108
S0803-00189,2026-08-03,周一,08:55,07-10 早高峰,儿科门诊采血窗口,门诊,血清,生化,16,09:14,09:20,09:56,报错,条码识别失败,36,10:02,10:52,117,120,否,前处理-B线,BIO-01,OP-101
S0803-00190,2026-08-03,周一,08:42,07-10 早高峰,体检中心,体检,全血,生化,14,08:54,08:56,09:16,正常,,20,09:19,09:45,63,240,否,前处理-手工台,BIO-02,OP-101
S0803-00191,2026-08-03,周一,12:31,12-14,心内科病区,住院,血清,生化,9,12:59,13:05,13:10,正常,,5,13:15,13:54,83,120,否,前处理-手工台,HEM-01,OP-102
S0803-00192,2026-08-03,周一,07:01,07-10 早高峰,消化科病区,住院,全血,凝血,1,07:44,07:47,08:04,正常,,17,08:12,09:05,124,120,是,前处理-A线,COAG-01,OP-105
S0803-00193,2026-08-03,周一,08:53,07-10 早高峰,心内科病区,住院,血清,生化,12,09:15,09:17,10:07,报错,样本凝集,50,10:11,10:42,109,120,否,前处理-A线,COAG-01,OP-101
S0803-00194,2026-08-03,周一,10:03,10-12,心内科病区,住院,血清,微生物,4,10:24,10:26,10:36,正常,,10,10:38,13:43,220,120,是,前处理-B线,BIO-01,OP-107
S0803-00195,2026-08-03,周一,09:38,07-10 早高峰,门诊采血中心,门诊,血清,凝血,4,09:50,09:52,10:15,正常,,23,10:18,10:47,69,120,否,前处理-B线,BIO-01,OP-106
S0803-00196,2026-08-03,周一,07:36,07-10 早高峰,内分泌科病区,住院,全血,血液,2,07:56,08:00,08:27,正常,,27,08:33,09:18,102,120,否,前处理-B线,IMM-02,OP-104
S0803-00197,2026-08-03,周一,17:32,17-20,门诊采血中心,门诊,血清,血液,5,17:43,17:49,17:54,正常,,5,18:01,18:25,53,120,否,前处理-手工台,IMM-01,OP-106
S0803-00198,2026-08-03,周一,10:47,10-12,门诊采血中心,门诊,血清,血液,4,10:56,10:57,11:02,正常,,5,11:08,11:47,60,120,否,前处理-手工台,BIO-02,OP-101
S0803-00199,2026-08-03,周一,11:24,10-12,心内科病区,住院,血清,血液,1,11:46,11:49,11:57,正常,,8,12:01,12:32,68,120,否,前处理-A线,HEM-02,OP-103
S0803-00200,2026-08-03,周一,08:20,07-10 早高峰,消化科病区,住院,血清,微生物,2,08:55,08:59,09:29,正常,,30,09:31,12:26,246,120,是,前处理-手工台,IMM-01,OP-104
S0803-00201,2026-08-03,周一,08:45,07-10 早高峰,消化科病区,住院,全血,免疫,18,09:16,09:19,10:19,报错,样本量不足,60,10:21,11:07,142,120,是,前处理-A线,IMM-01,OP-102
S0803-00202,2026-08-03,周一,08:12,07-10 早高峰,急诊采血,急诊,血清,生化,11,08:28,08:31,08:49,正常,,18,08:53,09:19,67,60,是,前处理-手工台,IMM-01,OP-107
S0803-00203,2026-08-03,周一,13:57,12-14,门诊采血中心,门诊,血清,免疫,9,14:19,14:22,14:28,正常,,6,14:36,15:08,71,120,否,前处理-A线,IMM-01,OP-101
S0803-00204,2026-08-03,周一,15:59,14-17,门诊采血中心,门诊,血浆,生化,13,16:24,16:27,16:33,正常,,6,16:37,17:20,81,120,否,前处理-B线,HEM-02,OP-104
S0803-00205,2026-08-03,周一,15:01,14-17,急诊采血,急诊,血清,血液,6,15:24,15:30,15:36,正常,,6,15:40,16:18,77,60,是,前处理-手工台,HEM-02,OP-102
S0803-00206,2026-08-03,周一,11:10,10-12,ICU,住院,全血,免疫,10,11:57,12:03,12:35,报错,样本量不足,32,12:38,13:28,138,90,是,前处理-A线,HEM-02,OP-105
S0803-00207,2026-08-03,周一,12:34,12-14,门诊采血中心,门诊,血清,微生物,6,12:42,12:43,13:19,报错,样本凝集,36,13:25,15:55,201,120,是,前处理-A线,IMM-02,OP-107
S0803-00208,2026-08-03,周一,14:32,14-17,ICU,住院,血清,生化,9,15:04,15:10,15:15,正常,,5,15:23,16:03,91,90,是,前处理-A线,MICRO-01,OP-105
S0803-00209,2026-08-03,周一,12:03,12-14,ICU,住院,血浆,生化,7,12:37,12:40,12:47,正常,,7,12:55,13:34,91,90,是,前处理-A线,BIO-02,OP-105
S0803-00210,2026-08-03,周一,09:39,07-10 早高峰,消化科病区,住院,血清,血液,5,10:10,10:14,10:38,正常,,24,10:46,11:12,93,120,否,前处理-A线,HEM-01,OP-103
S0803-00211,2026-08-03,周一,08:17,07-10 早高峰,儿科门诊采血窗口,门诊,血清,微生物,5,08:31,08:33,08:59,正常,,26,09:02,12:22,245,120,是,前处理-A线,IMM-02,OP-107
S0803-00212,2026-08-03,周一,07:20,07-10 早高峰,门诊采血中心,门诊,血浆,生化,5,07:33,07:35,07:57,正常,,22,07:59,08:49,89,120,否,前处理-A线,BIO-01,OP-108
S0803-00213,2026-08-03,周一,14:26,14-17,呼吸科病区,住院,全血,微生物,5,15:17,15:23,15:28,正常,,5,15:36,20:00,334,120,是,前处理-A线,BIO-02,OP-104
S0803-00214,2026-08-03,周一,14:29,14-17,儿科门诊采血窗口,门诊,血清,免疫,6,14:45,14:49,14:56,正常,,7,15:04,15:26,57,120,否,前处理-A线,COAG-01,OP-104
S0803-00215,2026-08-03,周一,07:36,07-10 早高峰,儿科门诊采血窗口,门诊,尿液,生化,14,07:44,07:50,08:18,报错,样本量不足,28,08:22,09:14,98,120,否,前处理-B线,IMM-01,OP-101
S0803-00216,2026-08-03,周一,08:47,07-10 早高峰,ICU,住院,全血,免疫,9,09:28,09:29,09:56,正常,,27,10:00,10:29,102,90,是,前处理-A线,MICRO-01,OP-103
S0803-00217,2026-08-03,周一,14:56,14-17,急诊采血,急诊,血浆,免疫,6,15:05,15:11,15:18,正常,,7,15:22,16:06,70,60,是,前处理-手工台,COAG-01,OP-101
S0803-00218,2026-08-03,周一,17:10,17-20,体检中心,体检,血清,血液,2,17:19,17:21,17:30,正常,,9,17:33,18:23,73,240,否,前处理-B线,HEM-02,OP-102
S0803-00219,2026-08-03,周一,14:01,14-17,门诊采血中心,门诊,全血,生化,17,14:22,14:27,14:31,正常,,4,14:36,15:07,66,120,否,前处理-B线,HEM-01,OP-106
S0803-00220,2026-08-03,周一,13:00,12-14,急诊采血,急诊,尿液,生化,6,13:22,13:25,13:33,正常,,8,13:38,14:32,92,60,是,前处理-A线,MICRO-01,OP-106
S0803-00221,2026-08-03,周一,18:28,17-20,呼吸科病区,住院,血清,免疫,15,19:12,19:17,19:21,正常,,4,19:27,20:16,108,120,否,前处理-B线,BIO-01,OP-107
S0803-00222,2026-08-03,周一,07:34,07-10 早高峰,急诊采血,急诊,血清,生化,8,07:57,08:03,08:25,正常,,22,08:32,09:07,93,60,是,前处理-手工台,HEM-01,OP-108
S0803-00223,2026-08-03,周一,07:30,07-10 早高峰,儿科门诊采血窗口,门诊,血清,血液,1,07:50,07:54,08:13,正常,,19,08:17,08:38,68,120,否,前处理-A线,HEM-02,OP-105
S0803-00224,2026-08-03,周一,11:13,10-12,急诊采血,急诊,全血,血液,1,11:23,11:28,11:33,正常,,5,11:40,12:13,60,60,否,前处理-A线,HEM-02,OP-105
S0803-00225,2026-08-03,周一,08:44,07-10 早高峰,心内科病区,住院,尿液,生化,16,09:06,09:08,09:31,正常,,23,09:36,10:08,84,120,否,前处理-B线,BIO-02,OP-102
S0803-00226,2026-08-03,周一,07:18,07-10 早高峰,呼吸科病区,住院,全血,生化,8,08:04,08:09,08:37,正常,,28,08:45,09:37,139,120,是,前处理-A线,COAG-01,OP-108
S0803-00227,2026-08-03,周一,18:45,17-20,消化科病区,住院,血清,生化,7,19:09,19:13,19:18,正常,,5,19:22,19:46,61,120,否,前处理-A线,COAG-01,OP-108
S0803-00228,2026-08-03,周一,09:28,07-10 早高峰,门诊采血中心,门诊,血清,免疫,4,09:53,09:58,10:17,正常,,19,10:21,10:54,86,120,否,前处理-A线,BIO-01,OP-106
S0803-00229,2026-08-03,周一,16:58,14-17,呼吸科病区,住院,血清,凝血,1,17:36,17:39,17:47,正常,,8,17:55,18:39,101,120,否,前处理-A线,HEM-02,OP-108
S0803-00230,2026-08-03,周一,15:32,14-17,儿科门诊采血窗口,门诊,血浆,血液,5,15:41,15:42,16:01,报错,条码识别失败,19,16:08,17:03,91,120,否,前处理-B线,HEM-01,OP-107
S0803-00231,2026-08-03,周一,15:27,14-17,门诊采血中心,门诊,全血,生化,16,15:49,15:53,16:01,正常,,8,16:04,16:40,73,120,否,前处理-手工台,HEM-02,OP-108
S0803-00232,2026-08-03,周一,09:46,07-10 早高峰,内分泌科病区,住院,血清,免疫,6,10:12,10:17,10:33,正常,,16,10:37,11:19,93,120,否,前处理-B线,IMM-01,OP-108
S0803-00233,2026-08-03,周一,15:17,14-17,门诊采血中心,门诊,血浆,血液,1,15:38,15:39,15:45,正常,,6,15:48,16:43,86,120,否,前处理-手工台,MICRO-01,OP-103
S0803-00234,2026-08-03,周一,11:37,10-12,体检中心,体检,血清,免疫,14,11:45,11:49,11:53,正常,,4,11:57,12:22,45,240,否,前处理-A线,HEM-01,OP-108
S0803-00235,2026-08-03,周一,13:44,12-14,心内科病区,住院,血清,生化,7,14:15,14:20,14:29,正常,,9,14:32,15:22,98,120,否,前处理-B线,COAG-01,OP-105
S0803-00236,2026-08-03,周一,11:36,10-12,呼吸科病区,住院,全血,免疫,10,12:18,12:19,12:23,正常,,4,12:29,13:13,97,120,否,前处理-手工台,IMM-02,OP-103
S0803-00237,2026-08-03,周一,11:43,10-12,ICU,住院,血清,血液,6,12:10,12:14,12:20,正常,,6,12:28,13:22,99,90,是,前处理-B线,BIO-02,OP-105
S0803-00238,2026-08-03,周一,09:08,07-10 早高峰,门诊采血中心,门诊,血浆,生化,14,09:30,09:33,09:58,正常,,25,10:02,10:24,76,120,否,前处理-B线,COAG-01,OP-108
S0803-00239,2026-08-03,周一,16:30,14-17,内分泌科病区,住院,血清,微生物,4,17:10,17:15,17:21,正常,,6,17:29,21:28,298,120,是,前处理-A线,BIO-02,OP-105
S0803-00240,2026-08-03,周一,09:36,07-10 早高峰,内分泌科病区,住院,血浆,血液,5,10:02,10:05,10:24,正常,,19,10:29,10:55,79,120,否,前处理-手工台,BIO-02,OP-106
S0803-00241,2026-08-03,周一,08:34,07-10 早高峰,门诊采血中心,门诊,全血,生化,18,08:46,08:47,09:02,正常,,15,09:10,09:32,58,120,否,前处理-B线,HEM-02,OP-108
S0803-00242,2026-08-03,周一,14:32,14-17,肾内科病区,住院,血清,血液,2,14:55,15:00,15:05,正常,,5,15:13,15:51,79,120,否,前处理-B线,BIO-01,OP-108
S0803-00243,2026-08-03,周一,16:33,14-17,急诊采血,急诊,血浆,凝血,4,16:48,16:52,16:59,正常,,7,17:03,17:28,55,60,否,前处理-A线,MICRO-01,OP-102
S0803-00244,2026-08-03,周一,10:33,10-12,急诊采血,急诊,血清,生化,11,10:42,10:43,10:50,正常,,7,10:55,11:36,63,60,是,前处理-A线,COAG-01,OP-104
S0803-00245,2026-08-03,周一,09:12,07-10 早高峰,体检中心,体检,血清,生化,15,09:28,09:33,10:03,正常,,30,10:10,10:50,98,240,否,前处理-手工台,COAG-01,OP-105
S0803-00246,2026-08-03,周一,08:30,07-10 早高峰,门诊采血中心,门诊,血清,血液,2,08:50,08:53,09:10,正常,,17,09:13,09:49,79,120,否,前处理-A线,COAG-01,OP-104
S0803-00247,2026-08-03,周一,07:37,07-10 早高峰,消化科病区,住院,血清,微生物,4,08:08,08:09,08:33,正常,,24,08:38,12:46,309,120,是,前处理-手工台,BIO-02,OP-103
S0803-00248,2026-08-03,周一,11:44,10-12,门诊采血中心,门诊,血清,免疫,18,11:54,11:59,12:04,正常,,5,12:10,12:42,58,120,否,前处理-手工台,IMM-02,OP-106
S0803-00249,2026-08-03,周一,09:25,07-10 早高峰,儿科门诊采血窗口,门诊,全血,血液,6,09:49,09:53,10:28,报错,样本量不足,35,10:31,11:12,107,120,否,前处理-手工台,IMM-02,OP-106
S0803-00250,2026-08-03,周一,07:17,07-10 早高峰,门诊采血中心,门诊,血清,生化,10,07:41,07:44,08:42,报错,样本量不足,58,08:44,09:12,115,120,否,前处理-手工台,MICRO-01,OP-108
S0803-00251,2026-08-03,周一,11:45,10-12,心内科病区,住院,尿液,凝血,5,12:10,12:16,12:21,正常,,5,12:29,13:07,82,120,否,前处理-A线,IMM-02,OP-104
S0803-00252,2026-08-03,周一,07:00,07-10 早高峰,消化科病区,住院,血清,生化,11,07:38,07:40,08:05,正常,,25,08:07,08:39,99,120,否,前处理-B线,IMM-01,OP-102
S0803-00253,2026-08-03,周一,07:17,07-10 早高峰,体检中心,体检,血清,免疫,18,07:37,07:39,08:10,正常,,31,08:16,08:37,80,240,否,前处理-B线,HEM-02,OP-104
S0803-00254,2026-08-03,周一,10:12,10-12,门诊采血中心,门诊,全血,血液,2,10:35,10:38,10:48,正常,,10,10:51,11:30,78,120,否,前处理-B线,BIO-01,OP-102
S0803-00255,2026-08-03,周一,08:29,07-10 早高峰,门诊采血中心,门诊,血清,生化,8,08:49,08:50,09:20,正常,,30,09:28,10:03,94,120,否,前处理-B线,HEM-01,OP-101
S0803-00256,2026-08-03,周一,16:41,14-17,ICU,住院,血清,微生物,6,17:07,17:08,17:14,正常,,6,17:19,21:37,296,90,是,前处理-A线,IMM-01,OP-103
S0803-00257,2026-08-03,周一,10:44,10-12,门诊采血中心,门诊,血清,生化,17,10:58,11:00,11:05,正常,,5,11:12,11:47,63,120,否,前处理-B线,HEM-01,OP-106
S0803-00258,2026-08-03,周一,11:21,10-12,急诊采血,急诊,血清,凝血,6,11:40,11:43,11:52,正常,,9,11:57,12:52,91,60,是,前处理-B线,HEM-02,OP-106
S0803-00259,2026-08-03,周一,08:04,07-10 早高峰,体检中心,体检,血清,生化,17,08:29,08:35,08:55,正常,,20,09:01,09:54,110,240,否,前处理-A线,COAG-01,OP-103
S0803-00260,2026-08-03,周一,19:33,17-20,门诊采血中心,门诊,血清,生化,13,19:49,19:52,19:59,正常,,7,20:01,20:42,69,120,否,前处理-A线,MICRO-01,OP-103
S0803-00261,2026-08-03,周一,07:42,07-10 早高峰,体检中心,体检,尿液,生化,12,08:06,08:08,08:33,正常,,25,08:36,09:01,79,240,否,前处理-手工台,HEM-02,OP-104
